,name,protein,unit protein,carb,unit carb,lipid,unit lip,searched
3236,frozen tater tot,2.03,G,26.1,G,9.17,G,1
3237,fresh flat-leaf parsley,2.97,G,6.33,G,0.79,G,1
3238,instant minced onion,16.3,G,1.84,G,20.7,G,1
3239,liquid egg substitute,10.9,G,2.17,G,0.0,G,1
3240,shredded wheat cereal,8.33,G,83.3,G,1.67,G,1
3241,raisin bran cereal,8.47,G,78.0,G,1.69,G,1
3242,hot taco sauce,0.0,G,10.0,G,0.0,G,1
3243,self-rising white cornmeal,6.67,G,73.3,G,3.33,G,1
3244,hot chicken stock,2.52,G,3.53,G,1.2,G,1
3245,whole canned tomato,0.78,G,3.37,G,2.79,G,1
3246,maraschino cherry juice,0.22,G,42.0,G,0.21,G,1
3247,lemon jell-o gelatin,9.09,G,86.4,G,0.0,G,1
3248,dried chipotle powder,82.4,G,4.47,G,0.04,G,1
3249,spaghetti sauce mix,0.0,G,71.4,G,0.0,G,1
3250,hot chili oil,0.0,G,0.0,G,90.0,G,1
3251,sweet unsalted butter,0,0,0,0,81.5,G,1
3252,diet root beer,0.0,G,0.0,G,0.0,G,1
3253,hot pepper flake,0.8,G,4.56,G,0.4,G,1
3254,of fresh mint,0.0,G,5.75,G,0.01,G,1
3255,ground meat substitute,8.0,G,9.0,G,9.0,G,1
3256,beau monde seasoning,0.0,G,0.0,G,0.0,G,1
3257,pistachio ice cream,3.24,G,39.9,G,14.5,G,1
3258,red sweet pepper,0.99,G,6.03,G,0.3,G,1
3259,baby spinach leaf,2.85,G,2.41,G,0.619,G,1
3260,medium-grain white rice,2.38,G,28.6,G,0.21,G,1
3261,unsweetened baking chocolate,12.1,G,36.2,G,47.7,G,1
3262,chicken gravy mix,0.0,G,57.1,G,0.0,G,1
3263,evaporated skim milk,6.67,G,0,0,0.0,G,1
3264,thai fish sauce,5.06,G,3.64,G,0.01,G,1
3265,peas and carrot,3.4,G,11.2,G,0.47,G,1
3266,sirloin steak,28.9,G,0.14,G,7.34,G,1
3267,beef bouillon paste,1.14,G,0.04,G,0.22,G,1
3268,eggnog,4.55,G,8.05,G,4.19,G,1
3269,dried italian seasoning,3.61,G,61.3,G,0.76,G,1
3270,jumbo pasta shell,6.5,G,56.2,G,28.6,G,1
3271,miracle whip light,0.2,G,15.5,G,2.7,G,1
3272,unsalted sunflower seed,19.3,G,24.1,G,49.8,G,1
3273,chicken breast tender,14.7,G,15.0,G,15.8,G,1
3274,pico de gallo,1.18,G,5.88,G,0.0,G,1
3275,15 bean mix,4.74,G,9.49,G,0.79,G,1
3276,frozen white corn,3.28,G,23.5,G,0.78,G,1
3277,green enchilada sauce,1.61,G,6.45,G,2.1,G,1
3278,frozen pound cake,5.42,G,61.4,G,18.3,G,1
3279,canned green bean,1.01,G,3.99,G,3.29,G,1
3280,vanilla wafer,4.9,G,72.6,G,16.4,G,1
3281,white minute rice,6.5,G,25.2,G,4.21,G,1
3282,flax seed meal,18.3,G,28.9,G,42.2,G,1
3283,golden delicious apple,0.28,G,13.6,G,0.15,G,1
3284,dried fish flake,62.8,G,0.0,G,2.37,G,1
3285,german sweet chocolate,3.85,G,51.5,G,21.9,G,1
3286,sourdough hamburger bun,9.77,G,50.1,G,3.91,G,1
3287,lawry's seasoned salt,0.0,G,0.0,G,0.0,G,1
3288,five cheese blend,23.5,G,1.75,G,28.5,G,1
3289,mung bean sprout,3.04,G,5.94,G,0.18,G,1
3290,pork ramen noodle,10.2,G,60.3,G,17.6,G,1
3291,snow pea sprout,8.8,G,27.1,G,0.68,G,1
3292,"limes, juice of",0.42,G,8.42,G,0.07,G,1
3293,wheat bread flmy,10.7,G,47.5,G,4.53,G,1
3294,thai rice noodle,1.78,G,23.9,G,0.2,G,1
3295,frozen cheese ravioli,7.29,G,12.4,G,5.01,G,1
3296,ragu tomato sauce,2.5,G,19.8,G,0.3,G,1
3297,apple-raspberry juice concentrate,3.04,G,53.2,G,1.34,G,1
3298,beef bouillon concentrate,1.14,G,0.04,G,0.22,G,1
3299,textured vegetable protein,52.2,G,39.1,G,0.0,G,1
3300,self raising flmy,8.41,G,74.8,G,1.72,G,1
3301,ladyfinger cookies,10.6,G,59.7,G,9.1,G,1
3302,cream of tartar,0.0,G,66.7,G,0.0,G,1
3303,sloppy joe meat,10.6,G,9.14,G,6.65,G,1
3304,light brown sugar,0.0,G,100,G,0.0,G,1
3305,butter shortening,0.0,G,0.0,G,100,G,1
3306,dark chocolate chip,5.71,G,68.6,G,12.9,G,1
3307,dark unsweetened cocoa,19.6,G,57.9,G,13.7,G,1
3308,unsweetened baking cocoa,25.0,G,50.0,G,0.0,G,1
3309,white distilled vinegar,0.0,G,0.0,G,0.0,G,1
3310,black mustard seed,26.1,G,28.1,G,36.2,G,1
3311,round sourdough loaf,11.6,G,48.8,G,0.0,G,1
3312,whole grain bagel,10.2,G,48.9,G,1.53,G,1
3313,frozen baby pea,3.27,G,8.36,G,0.43,G,1
3314,light cheese whiz,16.3,G,16.2,G,9.5,G,1
3315,hickory wood chunk,33.3,G,0.0,G,33.3,G,1
3316,smoked trout fillet,35.5,G,0.0,G,11.0,G,1
3317,soy coffee creamer,1.0,G,11.4,G,9.97,G,1
3318,light whipped topping,0.0,G,16.7,G,16.7,G,1
3319,shortbread pie crust,1.8,G,38.9,G,9.33,G,1
3320,frozen corn kernel,3.62,G,25.9,G,1.42,G,1
3321,chicken ramen noodle,10.2,G,60.2,G,17.5,G,1
3322,pizza crust mix,10.0,G,73.3,G,3.33,G,1
3323,frozen fish stick,11.0,G,21.7,G,16.2,G,1
3324,unsweetened pineapple chunk,0.4,G,22.2,G,0.1,G,1
3325,instant minced garlic,16.3,G,1.84,G,20.7,G,1
3326,young roasting chicken,19.0,G,0.0,G,44.4,G,1
3327,cayenne pepper sauce,0.0,G,0.0,G,0.0,G,1
3328,yellow food coloring,0.0,G,12.8,G,0.0,G,1
3329,red food coloring,0.0,G,0.0,G,0.0,G,1
3330,green food coloring,0.0,G,0.0,G,0.0,G,1
3331,vanilla wafer cookies,4.9,G,72.6,G,16.4,G,1
3332,wooden popsicle stick,0.0,G,19.2,G,0.24,G,1
3333,parmesan breadcrumb,28.4,G,13.9,G,27.8,G,1
3334,sourdough bread round,10.5,G,50.9,G,0.88,G,1
3335,puffed rice cereal,5.88,G,88.2,G,0.0,G,1
3336,vegetarian worcestershire sauce,0.0,G,19.2,G,0.0,G,1
3337,vital wheat gluten,75.2,G,13.8,G,1.85,G,1
3338,chow mein noodle,10.3,G,51.9,G,31.7,G,1
3339,cool whip free,3.0,G,23.6,G,13.1,G,1
3340,graham cracker stick,6.69,G,77.7,G,10.6,G,1
3341,baby portabella mushroom,2.75,G,4.66,G,0.312,G,1
3342,browny,4.8,G,63.9,G,16.3,G,1
3343,cooked ground beef,25.5,G,0.0,G,16.8,G,1
3344,no-boil lasagna noodle,7.45,G,16.2,G,4.97,G,1
3345,seafood cocktail sauce,1.43,G,28.6,G,0.0,G,1
3346,beef consomme soup,2.52,G,0.32,G,0.0,G,1
3347,fresh curly-leaf parsley,2.97,G,6.33,G,0.79,G,1
3348,pork blade steak,17.4,G,0.0,G,12.4,G,1
3349,milk chocolate candy,5.0,G,60.0,G,25.0,G,1
3350,dry red wine,0.07,G,2.61,G,0.0,G,1
3351,fresh orange juice,0.6,G,10.2,G,0.3,G,1
3352,protein shake mix,53.6,G,20.4,G,10.7,G,1
3353,dried leaf basil,21.9,G,52.1,G,4.78,G,1
3354,tofu shirataki noodle,0.88,G,2.65,G,0.44,G,1
3355,raspberry fruit,0.2,G,15.4,G,0.2,G,1
3356,canned pinto bean,6.99,G,20.2,G,0.9,G,1
3357,fresh spinach-cheese ravioli,6.48,G,20.8,G,4.23,G,1
3358,head of cabbage,13.8,G,0.0,G,10.9,G,1
3359,minced garlic clove,5.97,G,65.5,G,13.0,G,1
3360,cool whip lite,1.25,G,23.0,G,25.3,G,1
3361,oyster,4.96,G,18.4,G,10.8,G,1
3362,earth balance margarine,0.02,G,1.98,G,36.4,G,1
3363,ground lean pork,18.0,G,0.44,G,16.0,G,1
3364,lamb shoulder,22.3,G,0.0,G,19.8,G,1
3365,corn flake crumb,7.5,G,84.1,G,0.4,G,1
3366,light fruit pectin,0.0,G,2.1,G,0.0,G,1
3367,momokawa diamond sake,0.5,G,5.0,G,0.0,G,1
3368,green swiss chard,1.8,G,3.74,G,0.2,G,1
3369,wide egg noodle,14.3,G,73.2,G,3.57,G,1
3370,white sandwich loaf,15.8,G,9.11,G,9.91,G,1
3371,bay leaf powder,7.61,G,75.0,G,8.36,G,1
3372,"lime, zest of",7.14,G,57.1,G,35.7,G,1
3373,natural cane sugar,0.0,G,100,G,0.0,G,1
3374,dried tangerine peel,5.01,G,78.4,G,3.91,G,1
3375,jumbo black olife,0.04,G,21.2,G,0.14,G,1
3376,white chocolate chip,5.87,G,59.2,G,32.1,G,1
3377,cooked sweet potato,2.18,G,7.38,G,0.34,G,1
3378,hash brown potato,2.62,G,28.2,G,11.5,G,1
3379,red chilli padi,0.04,G,8.26,G,0.04,G,1
3380,sweet red pepper,0.0,G,16.7,G,15.0,G,1
3381,carbonated lemon-lime beverage,0.09,G,10.4,G,0.0,G,1
3382,wine vinegar,0.04,G,0.27,G,0.0,G,1
3383,light corn syrup,0.0,G,103,G,0.0,G,1
3384,peanut butter chip,22.5,G,22.3,G,51.1,G,1
3385,pork and bean,4.52,G,21.6,G,0.89,G,1
3386,blue food coloring,0.0,G,0.0,G,0.0,G,1
3387,medium grain rice,6.38,G,78.7,G,0.0,G,1
3388,soda cracker crumb,9.46,G,74.0,G,8.64,G,1
3389,top loin beef,28.1,G,0.0,G,3.87,G,1
3390,round tip roast,27.0,G,0.0,G,8.9,G,1
3391,dried mexican oregano,9.0,G,68.9,G,4.28,G,1
3392,crouton,10.8,G,63.5,G,18.3,G,1
3393,fish curry powder,4.94,G,6.58,G,5.39,G,1
3394,frozen artichoke heart,2.88,G,11.9,G,0.34,G,1
3395,fresh cilantro stem,2.13,G,3.67,G,0.52,G,1
3396,chocolate wafer crumb,6.6,G,72.7,G,14.2,G,1
3397,andes mints candy,1.67,G,79.5,G,11.9,G,1
3398,dried rubbed sage,10.6,G,60.7,G,12.8,G,1
3399,chicken stock paste,2.52,G,3.53,G,1.2,G,1
3400,crispy rice cereal,6.06,G,87.9,G,0.0,G,1
3401,bread stuffing mix,11.0,G,76.2,G,3.4,G,1
3402,white seedless grape,0.5,G,10.3,G,0.11,G,1
3403,medium rye flmy,10.9,G,75.4,G,1.52,G,1
3404,dry mixed bean,11.0,G,76.2,G,3.4,G,1
3405,ears of corn,9.25,G,73.0,G,0.73,G,1
3406,light peanut butter,3.3,G,0.0,G,55.1,G,1
3407,beef back rib,15.8,G,0.9,G,29.9,G,1
3408,ground buffalo meat,25.5,G,0.0,G,16.8,G,1
3409,orange food coloring,0.6,G,10.2,G,0.3,G,1
3410,green chili salsa,0.0,G,7.14,G,0.0,G,1
3411,chili powder,0.0,G,0.0,G,0.0,G,1
3412,dried leaf thyme,9.11,G,63.9,G,7.43,G,1
3413,dry marsala wine,0.2,G,11.7,G,0.0,G,1
3414,brine-cured black olife,31.1,G,2.76,G,1.94,G,1
3415,turkey slice,14.8,G,2.2,G,3.77,G,1
3416,plain bar,10.1,G,64.4,G,19.8,G,1
3417,raspberry jam,0.0,G,65.0,G,0.0,G,1
3418,dry buttermilk,8.0,G,63.4,G,15.4,G,1
3419,fiber supplement,4.4,G,11.9,G,3.08,G,1
3420,contadina diced tomato,0.84,G,3.32,G,0.5,G,1
3421,kashi golean cereal,24.9,G,67.2,G,2.2,G,1
3422,chunk light tuna,25.0,G,1.79,G,0.0,G,1
3423,contadina tomato paste,9.0,G,47.8,G,27.7,G,1
3424,lemon pudding mix,0.0,G,95.4,G,0.7,G,1
3425,olives in brine,1.43,G,0.0,G,14.3,G,1
3426,blood orange juice,14.6,G,1.29,G,34.5,G,1
3427,jell-o pudding mix,1.01,G,23.2,G,1.01,G,1
3428,fruit yogurt,4.4,G,19.0,G,0.2,G,1
3429,canned whole potato,1.39,G,13.6,G,0.2,G,1
3430,cooked lobster meat,19.0,G,0.0,G,0.7,G,1
3431,hot smoked paprika,14.1,G,54.0,G,12.9,G,1
3432,cooked soba noodle,5.06,G,21.4,G,0.1,G,1
3433,red pear tomato,0.33,G,14.9,G,0.14,G,1
3434,frozen sweetened strawberry,0.53,G,25.9,G,0.13,G,1
3435,orange gelatin mix,7.8,G,90.5,G,0.0,G,1
3436,light rye flmy,9.82,G,76.7,G,1.33,G,1
3437,chicken leg meat,16.4,G,0.17,G,16.0,G,1
3438,sweetened whipped cream,0.0,G,16.7,G,16.7,G,1
3439,light chocolate syrup,1.4,G,34.6,G,0.97,G,1
3440,frozen cooked shrimp,24.0,G,0.2,G,0.28,G,1
3441,lemon pie filling,4.72,G,68.8,G,6.76,G,1
3442,vegetarian chicken substitute,7.44,G,13.9,G,2.93,G,1
3443,sweet rice flmy,2.52,G,31.1,G,0.26,G,1
3444,shiitake mushroom cap,2.41,G,8.17,G,0.195,G,1
3445,fresh galangal root,1.53,G,17.3,G,0.15,G,1
3446,sun-dried tomato pesto,6.67,G,6.67,G,33.3,G,1
3447,toasted rice cereal,6.45,G,87.1,G,0.0,G,1
3448,dried garbanzo bean,7.25,G,19.4,G,6.86,G,1
3449,sugar snap pea,2.35,G,7.06,G,0.0,G,1
3450,libby's canned pumpkin,1.08,G,7.86,G,2.82,G,1
3451,beef stock mix,1.97,G,1.2,G,0.09,G,1
3452,your favorite liqueur,0.0,G,41.6,G,0.3,G,1
3453,chicken vegetarian seasoning,3.81,G,9.19,G,9.96,G,1
3454,fine egg noodle,5.94,G,19.0,G,9.39,G,1
3455,ginger in syrup,0.4,G,67.7,G,0.5,G,1
3456,baby butter bean,1.2,G,5.7,G,0.2,G,1
3457,beef stock powder,1.97,G,1.2,G,0.09,G,1
3458,corn flakes cereal,4.76,G,85.7,G,0.0,G,1
3459,green cabbage head,1.28,G,5.8,G,0.1,G,1
3460,powdered coffee creamer,2.48,G,59.3,G,32.9,G,1
3461,brown cardamom pod,10.8,G,68.5,G,6.7,G,1
3462,light asian vinaigrette,0.5,G,10.6,G,0.23,G,1
3463,self-rising cornmeal mix,8.41,G,74.8,G,1.72,G,1
3464,dry steak seasoning,14.1,G,68.5,G,5.48,G,1
3465,frozen snow pea,8.23,G,23.0,G,3.18,G,1
3466,fresh snow pea,2.35,G,7.06,G,0.0,G,1
3467,coleman's dry mustard,4.25,G,5.3,G,3.38,G,1
3468,cooked converted rice,1.78,G,23.9,G,0.2,G,1
3469,whole oat groat,12.6,G,70.6,G,3.1,G,1
3470,phyllo pastry sheet,10.0,G,62.0,G,2.0,G,1
3471,raspberry jelly crystal,0.15,G,70.0,G,0.02,G,1
3472,non-hydrogenated vegan margarine,0.9,G,0.9,G,80.5,G,1
3473,solid pack pumpkin,1.8,G,2.48,G,0.18,G,1
3474,vanilla soy yogurt,3.5,G,16.0,G,1.8,G,1
3475,unbleached cane sugar,0.0,G,20.2,G,0.0,G,1
3476,red burgundy wine,0.07,G,3.69,G,0.0,G,1
3477,garlic alfredo sauce,2.37,G,1.48,G,15.1,G,1
3478,lean round steak,21.2,G,0.0,G,6.59,G,1
3479,cinnamon baking chip,4.97,G,71.0,G,18.1,G,1
3480,orange dried cranberry,0.17,G,82.8,G,1.09,G,1
3481,dried orange peel,1.5,G,25.0,G,0.2,G,1
3482,condensed minestrone soup,3.48,G,9.17,G,2.05,G,1
3483,seasoned sea salt,10.8,G,63.5,G,18.3,G,1
3484,hot chocolate powder,0.0,G,93.0,G,0.0,G,1
3485,amarula cream liqueur,2.8,G,20.9,G,15.7,G,1
3486,vegetarian blue cheese,21.4,G,2.34,G,28.7,G,1
3487,pectic enzyme powder,3.69,G,79.6,G,0.47,G,1
3488,baby bok choy,1.77,G,1.77,G,0.0,G,1
3489,s cocoa powder,19.6,G,57.9,G,13.7,G,1
3490,broccoli slaw mix,2.13,G,10.6,G,8.12,G,1
3491,whole grain mustard,0.0,G,0.0,G,10.0,G,1
3492,beef baby food,12.0,G,2.43,G,2.52,G,1
3493,roasted cashew nut,15.3,G,32.7,G,46.4,G,1
3494,beef sirloin,21.4,G,0.89,G,4.46,G,1
3495,lean lamb fillet,23.8,G,0.0,G,18.1,G,1
3496,candied orange peel,1.5,G,25.0,G,0.2,G,1
3497,pecorino romano cheese,28.6,G,3.57,G,32.1,G,1
3498,dried whole thyme,9.11,G,63.9,G,7.43,G,1
3499,cooked lasagna noodle,4.51,G,25.0,G,2.06,G,1
3500,frozen lima bean,6.05,G,19.3,G,0.34,G,1
3501,green seedless grape,0.72,G,18.1,G,0.16,G,1
3502,tropical fruit salad,0.0,G,15.0,G,0.0,G,1
3503,long-grain white rice,2.91,G,26.0,G,0.37,G,1
3504,frozen cut okra,1.69,G,6.63,G,0.25,G,1
3505,brown button mushroom,2.89,G,4.08,G,0.371,G,1
3506,cabbage coleslaw blend,1.14,G,10.0,G,7.89,G,1
3507,soft coconut macaroon,3.02,G,61.2,G,22.6,G,1
3508,blackberry yogurt,7.54,G,15.4,G,0.37,G,1
3509,coarse grain mustard,11.7,G,73.8,G,1.6,G,1
3510,potato chip,7.14,G,60.7,G,21.4,G,1
3511,ature phyllo cup,7.1,G,52.6,G,6.0,G,1
3512,raw cashew nut,18.2,G,30.2,G,43.8,G,1
3513,pineapple gelatin mix,7.8,G,90.5,G,0.0,G,1
3514,de-fatted chicken stock,2.52,G,3.53,G,1.2,G,1
3515,fresh rosemary leaf,3.31,G,20.7,G,5.86,G,1
3516,fresh lasagna noodle,7.45,G,16.2,G,4.97,G,1
3517,vanilla bean seed,20.6,G,62.8,G,0.93,G,1
3518,almond brickle chip,21.0,G,18.8,G,55.5,G,1
3519,brown rice syrup,6.52,G,24.2,G,4.49,G,1
3520,mexican chili bean,6.91,G,16.8,G,6.77,G,1
3521,cabernet sauvignon wine,0.07,G,2.6,G,0.0,G,1
3522,bacos bacon bit,32.0,G,28.6,G,25.9,G,1
3523,submarine sandwich bread,9.79,G,19.1,G,7.81,G,1
3524,cream of wheat,10.6,G,75.5,G,1.4,G,1
3525,vegetarian bouillon powder,16.0,G,17.4,G,8.89,G,1
3526,canned mandarin orange,0.62,G,9.57,G,0.03,G,1
3527,lite firm tofu,6.3,G,1.1,G,0.8,G,1
3528,crusty hamburger bun,9.77,G,50.1,G,3.91,G,1
3529,sparkling rose wine,0.36,G,3.8,G,0.0,G,1
3530,beef soup mix,3.97,G,10.1,G,1.11,G,1
3531,stone ground mustard,0.0,G,40.0,G,20.0,G,1
3532,yellow cling peach,0.91,G,10.1,G,0.27,G,1
3533,pizza dough mix,6.1,G,47.4,G,5.6,G,1
3534,petit beurre biscuit,3.12,G,3.12,G,20.3,G,1
3535,lean ground meat,14.4,G,0.0,G,30.0,G,1
3536,sweet bean paste,10.0,G,35.0,G,0.0,G,1
3537,hard-boiled egg yolk,12.6,G,1.12,G,10.6,G,1
3538,no yolk noodle,33.6,G,0.66,G,59.1,G,1
3539,sucanat,0.0,G,100,G,0.0,G,1
3540,dry instant coffee,12.2,G,75.4,G,0.5,G,1
3541,imported bittersweet chocolate,22.2,G,0.1,G,4.36,G,1
3542,sweet marsala wine,0.2,G,13.7,G,0.0,G,1
3543,dried tart cherry,0.31,G,13.7,G,0.54,G,1
3544,unsweetened apple cider,0.1,G,11.3,G,0.13,G,1
3545,hot spice blend,5.76,G,69.3,G,12.6,G,1
3546,roasted sunflower seed,19.3,G,24.1,G,49.8,G,1
3547,frozen french toast,7.27,G,29.9,G,3.71,G,1
3548,powdered fruit pectin,0.0,G,2.1,G,0.0,G,1
3549,tom yum paste,0.0,G,0.82,G,0.61,G,1
3550,turkey gravy mix,10.3,G,71.8,G,0.0,G,1
3551,day-old white bread,9.43,G,49.2,G,3.59,G,1
3552,hot roll mix,9.6,G,44.6,G,6.0,G,1
3553,butterscotch pudding mix,2.2,G,67.1,G,29.0,G,1
3554,buttermilk biscuit mix,8.0,G,63.4,G,15.4,G,1
3555,decaffeinated tea bag,0.0,G,0.0,G,0.0,G,1
3556,smoked pork chop,20.4,G,0.0,G,21.4,G,1
3557,coconut pecan frosting,1.5,G,52.7,G,24.0,G,1
3558,imitation lobster meat,25.0,G,1.0,G,32.0,G,1
3559,fried onion flake,8.95,G,83.3,G,0.46,G,1
3560,shredded wheat biscuit,7.5,G,43.9,G,18.2,G,1
3561,white bread cube,9.43,G,49.2,G,3.59,G,1
3562,vindaloo curry paste,6.67,G,20.0,G,23.3,G,1
3563,spiced apple cider,0.0,G,12.9,G,0.0,G,1
3564,pie filling,0.1,G,26.1,G,0.1,G,1
3565,tart red cherry,0.31,G,13.7,G,0.54,G,1
3566,honey dijon mustard,0.0,G,20.0,G,0.0,G,1
3567,dark muscovado sugar,0.0,G,99.4,G,0.31,G,1
3568,medium curry paste,9.0,G,47.8,G,27.7,G,1
3569,tart green apple,3.0,G,42.6,G,16.1,G,1
3570,frozen unsweetened raspberry,1.15,G,12.6,G,0.81,G,1
3571,green chard leaf,0.22,G,0.0,G,0.0,G,1
3572,firm peach,10.9,G,0.97,G,4.19,G,1
3573,red baking apple,0.32,G,22.7,G,3.04,G,1
3574,soft bread cube,8.85,G,49.4,G,3.33,G,1
3575,dried mixed fruit,2.5,G,65.0,G,0.0,G,1
3576,shortcrust pastry dough,7.4,G,45.7,G,38.5,G,1
3577,unsweetened chunky applesauce,0.17,G,11.3,G,0.1,G,1
3578,white pepper powder,0.0,G,99.8,G,0.0,G,1
3579,sweet red apple,0.99,G,6.03,G,0.3,G,1
3580,baked potato chip,4.97,G,71.0,G,18.1,G,1
3581,mixed dried berry,14.3,G,77.1,G,0.39,G,1
3582,center-cut pork chop,18.7,G,0.84,G,9.62,G,1
3583,ground mixed spice,6.09,G,72.1,G,8.69,G,1
3584,fresh swiss chard,1.8,G,3.74,G,0.2,G,1
3585,sour apple schnapp,1.85,G,29.9,G,9.28,G,1
3586,refrigerated breadstick,12.2,G,44.4,G,12.8,G,1
3587,red pepper jelly,0.0,G,63.2,G,0.0,G,1
3588,lemon pepper seasoning,0.0,G,0.0,G,0.0,G,1
3589,red grape vinegar,0.04,G,0.27,G,0.0,G,1
3590,chipotle chili seasoning,10.8,G,56.6,G,7.3,G,1
3591,bottled lemon juice,0.45,G,5.62,G,0.07,G,1
3592,refrigerated pie dough,6.79,G,49.0,G,11.2,G,1
3593,canned solid-pack pumpkin,1.8,G,2.48,G,0.18,G,1
3594,mountain dew soda,0.25,G,12.1,G,0.08,G,1
3595,green apple vodka,0.0,G,0.0,G,0.0,G,1
3596,sparkling apple cider,0.0,G,13.0,G,0.0,G,1
3597,red pepper powder,1.01,G,6.09,G,2.94,G,1
3598,jiffy baking mix,5.5,G,35.5,G,12.7,G,1
3599,fleur de sel,0.0,G,0.0,G,0.0,G,1
3600,banana yogurt,1.1,G,17.4,G,0.52,G,1
3601,wild rice mix,10.4,G,75.0,G,2.08,G,1
3602,german potato salad,0.8,G,17.6,G,2.8,G,1
3603,veal stew meat,13.1,G,1.51,G,2.45,G,1
3604,short-grain white rice,2.36,G,28.7,G,0.19,G,1
3605,fresh sweet potato,1.82,G,18.8,G,9.19,G,1
3606,ener-g egg substitute,55.5,G,21.8,G,13.0,G,1
3607,unsalted vegetable stock,0.0,G,2.5,G,0.0,G,1
3608,chunk chicken,14.3,G,0.0,G,14.3,G,1
3609,apricot fruit spread,0.0,G,47.1,G,0.0,G,1
3610,dried fennel seed,15.8,G,52.3,G,14.9,G,1
3611,apricots in syrup,0.64,G,21.3,G,0.11,G,1
3612,microwave kettle popcorn,9.88,G,58.3,G,27.1,G,1
3613,ature pretzel twist,10.8,G,82.2,G,2.0,G,1
3614,venison chuck roast,36.1,G,0.0,G,3.93,G,1
3615,frozen mixed berry,0.08,G,71.6,G,0.01,G,1
3616,chicken bouillon powder,16.0,G,17.4,G,8.89,G,1
3617,post grape-nuts cereal,11.2,G,80.5,G,1.81,G,1
3618,juice,0.28,G,14.4,G,0.0,G,1
3619,red decorating icing,0.0,G,66.7,G,16.7,G,1
3620,green decorating icing,0.0,G,66.7,G,16.7,G,1
3621,unsweetened grapefruit juice,0.55,G,7.59,G,0.7,G,1
3622,bud light beer,0.25,G,1.3,G,0.0,G,1
3623,sweet roll dough,5.0,G,51.6,G,12.2,G,1
3624,light soya sauce,0.24,G,1.64,G,0.0,G,1
3625,herb stuffing cube,12.5,G,70.8,G,4.17,G,1
3626,dried black bean,8.23,G,22.0,G,7.01,G,1
3627,red licorice string,0.0,G,93.6,G,0.05,G,1
3628,crushed plum tomato,1.64,G,7.29,G,0.28,G,1
3629,taco dorito,7.36,G,60.8,G,27.4,G,1
3630,backfin crab meat,20.0,G,1.18,G,1.18,G,1
3631,frozen sliced peach,0.63,G,24.0,G,0.13,G,1
3632,unsweetened flaked coconut,10.0,G,30.0,G,60.0,G,1
3633,dry parmesan cheese,29.6,G,12.4,G,28.0,G,1
3634,dry coconut powder,19.6,G,57.9,G,13.7,G,1
3635,unsalted pumpkin seed,29.8,G,14.7,G,49.0,G,1
3636,jam,0.0,G,33.3,G,0.0,G,1
3637,cherry liqueur,0.0,G,41.6,G,0.3,G,1
3638,teriyaki sauce,5.93,G,15.6,G,0.02,G,1
3639,corn oil margarine,0.17,G,0.86,G,59.8,G,1
3640,multi-grain hamburger bun,9.3,G,46.5,G,3.49,G,1
3641,pork tenderloin chop,26.9,G,0.0,G,4.33,G,1
3642,star anise pod,17.6,G,50.0,G,15.9,G,1
3643,hibiscus tea bag,0.0,G,0.0,G,0.0,G,1
3644,coffee-mate,0.12,G,0.0,G,0.02,G,1
3645,corned beef brisket,13.3,G,0.0,G,13.3,G,1
3646,fresh dill weed,3.46,G,7.02,G,1.12,G,1
3647,red hot sauce,0.0,G,0.0,G,0.0,G,1
3648,fresh dill sprig,3.46,G,7.02,G,1.12,G,1
3649,white balsamic vinegar,0.0,G,26.7,G,0.0,G,1
3650,quick curing salt,5.05,G,0.0,G,80.5,G,1
3651,dry rub seasoning,0.0,G,76.9,G,0.0,G,1
3652,sour apple liqueur,0.0,G,41.6,G,0.3,G,1
3653,all-purpose white flmy,10.3,G,76.3,G,0.98,G,1
3654,mild green chili,0.72,G,4.6,G,0.27,G,1
3655,wholemeal self-rising flmy,8.41,G,74.8,G,1.72,G,1
3656,apricots in juice,0.8,G,10.9,G,0.1,G,1
3657,fat buttermilk,3.31,G,4.79,G,1.07,G,1
3658,golden brown sugar,0.12,G,98.1,G,0.0,G,1
3659,cooking oil,1.26,G,30.9,G,3.24,G,1
3660,mung bean noodle,6.52,G,17.8,G,6.86,G,1
3661,brewed black tea,0.0,G,0.3,G,0.0,G,1
3662,dried tarragon leaf,22.8,G,50.2,G,7.24,G,1
3663,plain white flmy,8.28,G,70.3,G,3.4,G,1
3664,toasted corn cereal,6.67,G,86.7,G,0.0,G,1
3665,beef ramen noodle,10.1,G,60.3,G,17.7,G,1
3666,wheat cracker,6.67,G,43.3,G,43.3,G,1
3667,black olive paste,0.0,G,6.67,G,20.0,G,1
3668,ground pork butt,25.7,G,0.0,G,20.8,G,1
3669,dried lavender flower,1.03,G,3.28,G,0.07,G,1
3670,semi-soft goat cheese,18.5,G,0.0,G,21.1,G,1
3671,refrigerated cheese tortellini,13.5,G,47.0,G,7.23,G,1
3672,noodle,3.2,G,19.0,G,5.3,G,1
3673,fresh tarragon leaf,22.8,G,50.2,G,7.24,G,1
3674,pimento stuffed olive,1.04,G,4.02,G,13.2,G,1
3675,frozen bread dough,8.04,G,44.8,G,18.8,G,1
3676,roasted chicken breast,21.4,G,1.79,G,0.89,G,1
3677,malted milk ball,3.2,G,8.67,G,1.91,G,1
